ITEM_DESCRIPTION,count
(Samples - 2 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size-200X1200 Mm.,1
(Samples - 18 Boxes) Digital Glazed Vitrified Tiles (Digital Glazed Porcelain Tiles) Size-600X1200 Mm.,1
Ceramic Glazed Wall Tiles 200X300 Mm (Other Details As Per Invoice),1
Ceramic Glazed Floor Tiles 300X300 Mm (Other Details As Per Invoice),1
Ceramic Glazed Vitrified Tiles Size: Size:Size: 600X1200 Mm,1
Ceramic Glazed Vitrified Tiles Size: Size:600X600 Mm,1
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Me/54 Dt.25.04.2024,1
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Me/16 Dt.25.04.2024,1
Glazed Vitrified Tiles 600X1200 (As Perinv). Tax Inv No. Me/52 Dt.25.04.2024,1
Glazed Vitrified Tiles 600X1200 (As Perinv). Tax Inv No. Gstt/336 Dt.25.04.2024,1
Polished Glazed Vitrified Tiles (Size: 600X1200X8.5 Mm) (Palletised) (We Intendto Claim Benefit Under Rodtep),1
Digital Glazed Wall Tiles- 300 X 600Mm,1
Digital Glazed Porcelain Floor Tiles Coloured-600 X1200Mm,1
Ceramic Glazed Vitrified Tiles Polished/Matt (Size:60X60 Cm) And Other Details As Per Inv And Pl,1
Glazed Vitrified Tiles: 1200 X 1200 Mm,1
Porcelain Glaze Vitrified Tiles (Size: 96X600 Mm) (Other Details As Per Invoice& Packing List),1
Porcelain Glaze Vitrified Tiles (Size: 50X50 Mm) (Other Details As Per Invoice &Packing List),1
Porcelain Glaze Vitrified Tiles (Size: 200X200 Mm) (Other Details As Per Invoice& Packing List),1
Vitrified Step Riser-Matt-Details As Perinvoice,1
Vitrified Step Riser-Glossy-Details As Per Invoice,1
Zed Black Hg Glazed Porcelain Slab,1
Ms Marquina Black Glazed Porcelain Slab,1
Vitrified Tiles(600 X 1200 Mm (Each Box2 Pcs.Pkg. 15.50 Sq.Ft.& 1.44 Sq.Mtr)(Other Details Are As Per Invoice),1
Ceramic Glazed Digital Wall Tiles 300X600 Mm Packed In Box Contain 05 Pcs (As Per Invoice),1
Glazed Vitrified Tiles (Other Details Asper Invoice & Packing List)1814.41814.4Sqm,1
Glazed Vitrified Tiles (Other Details Asper Inv). Tax Inv No.M-0308 Dt.25.04.2024. Tiles Size: 80X160 Cm,1
Porcelain Floor Tiles Other Details As Per Invoice And Packing List,1
Glazed Vitrified Tiles Design Code - Sugar (600X1200) Mm Other Details As Per Invoice And Packing List,1
Glazed Vitrified Tiles Design Code - Rustic (600X1200) Mm Other Details As Per Invoice And Packing List,1
Glazed Vitrified Tiles Size-60X120 Cm Asper Inv. Tax Inv-Me/14 Dt.24.04.2024,1
Glazed Vitrified Tiles Size-30X120 Cm Asper Inv. Tax Inv-30 Dt.25.04.2024,1
Glazed Vitrified Tiles(Sample Tiles Only15 Box)(Other Details Are As Per Invoice),1
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 2 Box And Display Wood Stand Only 4 Box)(As Per Inv),1
Glazed Vitrified Floor Tiles Coloured(Sample Display Iron Stand Only 5 Box)(Hs Code:94032090)(As Per Inv),1
Glazed Vitrified Tiles Size: 600X1200 Mm(One Box Contain 2 Pcs / 1.44 Sqm) (High Glossy),1
Glazed Vitrified Tiles Size: 600X1200 Mm(One Box Contain 2 Pcs / 1.44 Sqm) (Glossy),1
Glazed Vitrified Tiles (Size: 60X120 Cm)(+16 Box Sample Of Tiles + 10 Pcs Tilesstand - Foc) (Palletised),1
Glazed Vitrified Tiles As Per Inv. Tax Inv-Me/13 Dt.25.04.2024,1
Ceramic Glazed Vitrified Tiles Size:- 600Mm X 600Mm X 8Mm Gstno:24Aagfl0673A1Zuinvno:437 Dt: 25.04.2024,1
Full Body Porcelian Tiles Size : 85 X 1200 Mm (16 Mm) (1 Box = 0.51 Sq.Mtr)(Restas Per Inv),1
Glazed Vitrified Floor Tiles Design Code: High Glossy (800X1600 Mm) Other Details As Per Invoice And Packing List,1
Glazed Vitrified Floor Tiles Design Code: High Glossy (600X1200 Mm) Other Details As Per Invoice And Packing List,1
Glazed Vitrified Floor Tiles Design Code: High Glossy (120000X1800 Mm) Other Details As Per Invoice And Packing List,1
Glazed Vitrified Floor Tiles Design Code: Glossy (600X1200 Mm) Other Details Asper Invoice And Packing List,1
Ceramic Glazed Vitrified Tiles : 600 X 1200 Mm,1
As Per Packing List In Pallet Polished Vitrified Floor Tiles Size: 60Cm X 60Cm,1
As Per Packing List In Pallet Polished Vitrified Floor Tiles Size: 60Cm X 120Cm,1
As Per Packing List In Pallet Polished Glazed Vitrified Floor Tiles Size: 60Cm X120Cm,1
Glazed Vitrified Tiles (Full Body) Otherdetails As Per Inv & Pl,1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Gstt/329 Dt.24.04.2024,1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Tax Inv No.Gstt/327 Dt.24.04.2024,1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/25 Dt.24.04.2024,1
Full Body Porcelian Tiles Size : 125 X 1200 Mm (16 Mm) (1 Box = 0.60 Sq.Mtr)(Rest As Per Inv),1
Digital Glazed Porcelain Tiles Size : 800 X 1600 Mm (1 Box = 2.56 Sq.Mtr)(Rest As Per Inv),1
Glazed Vitrified Floor Tiles Coloured (Sample Tiles 7 Box Foc) Other Details Areas Per Invoice),1
Glazed Vitrified Floor Tiles Coloured (Sample Tiles 7 Box Foc) Other Details Areas Per Invoice,1
Glazed Vitrified Tiles(Sample Tiles Only17 Box)(Other Details Are As Per Invoice),1
Glazed Porcelain Tiles ( Water Absorption Percentage = Not Exceeding 0.5%)(+28Box Sample Of Tile-Foc) (Palletised),1
Sample Foc Glazed Porcelain Tiles - Polished Water Absorption <0.05% Size 600X1200 Mm O/D As Per Inv & Pl,1
Vitrified Tiles 600 X 1200,1
Ceramic Glazed Vitrified Tiles,1
Glazed Vitrified Tiles (Other Details Asper Inv). Tax Inv No.Me/53 Dt.25.04.2024. Tiles Size: 60X120 Cm,1
Glazed Vitrified Tiles (Size: 600X1200 Mm) (2 Boxes) (Sample),1
Samples Foc: Porcelain Floor Tiles (Glazed) Qty: 4 Box / Sqm: 5.76 (Other Details As Per Invoice & Packing List),1
Glazed Porcelain Tiles Matt Water Absorption <0.05% Size 600X600 Mm O/D As Per Inv Pl.,1
Glazed Vitrified Tiles Of Water Absorption Coefficient By Weight Not Exceeding 0.5% -Oth Det As Per Inv & Pl,1
Glazed Vitrified Tiles (Sample Boxes Promotional)-Oth Det As Per Inv,1
Sample (No Commercial Value) Size 200X600=30 Hendi Details As Per Inv & Pl,1
"Ceramic Glazed Wall Tiles {Size:200X600(1Box=6 Pcs)Mfg-Fabulla Ceramics(P)Ltd Gst-24Aabcf1441L1Zw,Inv-Ds 41,Dt:25/04/24",1
Parking Tiles Size:- 300Mm X 300Mm X 8.5Mm Gstno:24Aaxfa6255E1Za Invno:Gstt/162Dt: 25.04.2024,1
Polished Porcelain Tiles & (Sample 1 Box Foc) (Other Dtls As Per Inv & Pl),1
Ceramic Glazed Wall Tiles 300 X 600 Mm/ Glossy (Other Details As Per Invoice And Packing List ),1
600X600 Mm Full Body Vitrified Floor Tiles (Jet Black) (All Other Details As Perinvoice And Pl),1
600X600 Mm Full Body Vitrified Floor Tiles (Ivory) (All Other Details As Per Invoice And Pl),1
200X300 Mm Ceramic Ordinary Wall Tiles (All Other Details As Per Invoice And Pl),1
Glazed Vitrified Tiles Size:800X800 Mm (Other Dtls As Per Inv & P.List,1
Ceramic Glazed Vitrified Tiles Mark Crema Matt (Size:60X60 Cm) And Other Detailsas Per Inv And Pl,1
Ceramic Glazed Vitrified Tiles Jasper Grey Matt (Size:60X60 Cm) And Other Details As Per Inv And Pl,1
Ceramic Glazed Vitrified Tiles Cosmos Bianco Matt (Size:60X60 Cm) And Other Details As Per Inv And Pl,1
Vitrified Glazed Floor Tiles 600X600 Mm.(Other Details As Per Invoice),1
Vitrified Glazed Floor Tiles 600X1200 Mm.(Other Details As Per Invoice),1
Ceramic Glazed Wall Tiles 300X450 Mm.(Other Details As Per Invoice),1
Glazed Vitrified Tiles `Pgvt` (Porcelaintile) Size 200X1200 Mm Other Details Asper Invoice And Packing List,1
Glazed Vitrified Tiles 600X600Mm / Matt(Other Details As Per Invoice And Packing List ),1
"Digital Glazed Ti Les (Size : 600 X 1200Mm ,384 Boxes) &600X1200Mm 10.08 Sqm. Sample Not For Sale . (All Other Details",1
Glazed Vitrified Tiles Size: 600X600Mm( 1 Box = 1.44 Sqmt) (Other Details As Per Inv & Pl),1
Glazed Vitrified Tiles Size : 120X180 Cm As Per Invoice,1
Digital Glazed Printed Wall Tiles,1
Vitrified Tiles (Brought Out From Lorenzo Vitrified Tile) (Other Details As Perinvoice),1
Ceramic Glazed Tiles (Brought Out From Clayart Ceramic) (Other Details As Per Invoice),1
Ceramic Floor Tiles (Brought Out From Simora Tiles Llp) (Other Details As Per Invoice),1
"Ceramic Glazed Wall Tiles ,(Other Details As Per Invoice & Packing List)",1
Ceramic Glazed Wall Tiles As Per Inv. Tax Inv-2024-25/0096 Dt.24.04.2024,1
Ceramic Floor Tiles As Per Inv. Tax Inv-2024-25/0096 Dt.24.04.2024,1
Glazed Vitrified Tiles (Size: 600X600X12Mm)(+6 Box Sample Of Tile-Foc) (Palletised),1
Glazed Vitrified Tiles (Size: 400X400X12Mm) (Palletised),1
Glazed Vitrified Floor Tile(Size600X1200Mm) (+19Box Smpl Of Tile Ctlg&Tile-Foc)(Pltsd)(We Intnd To Clm Bnft Undr Rodtep),1
Glazed Vitrified Tiles Size : 600X1200 (2 Pieces/Box)(Other Details As Per Inv &Pl),1
Ceramic Glazed Wall Tiles Size : 300X600(5 Pieces/Box)(Other Details As Per Inv& Pl),1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/23 Dt.24.04.2024,1
Glazed Vitrified Tiles Other Details Asper Inv. Factory Inv No.Vz/10 Dt.24.04.2024. Size-60X120 Cm.,1
Polished Glazed Vitrified Tiles (Other Details As Per Invoice). Tax Inv No. Es/24-25/65 Dt.25.04.2024.,1
"Ceramic Glazed Vitrified Tiles (Water Absorption Less Than 0.5%) Size: 1200X1200X9 Mm (2 Pcs/Box), O/D As Per Inv & Pl",1
Ceramic Glazed Vitrified Tiles Matt Punch (Size:60X120 Cm) And Other Details Asper Inv And Pl,1
As Per Packinglist In Pallet Polished Decorative Wall Tiles,1
Sample (Other Det.As Per Inv),1
Glazed Vitrified Tiles As Per Inv. Factory Inv No-Sg 460 Dt.26.04.2024,1
Digital Glazed Porcelain Floor Tiles Coloured(1200X 1800)(Other Details Are As Per Invoice),1
(Sample 4 Boxes) Glazed Vitrified Tilessize: 800X800 Mm In Foc Condition (As Per Inv).,1
Glazed Vitrified Tiles(Sample Tiles Only8 Box)(Other Details Are As Per Invoice)26.63626.636Mts,1
Sample Tiles Only 24 Box(Other Details Are As Per Invoice),1
Glazed Porcelain Floor Tiles (600X600)(1 Box=1.44 Sqmtr)(4 Pcs Packing) (Otherdetails As Per Invoice/Packing List),1
Porcelain Tiles,1
"Glazed Ceramic Wall Tiles, Size 30X60 Cm, Other Dtls As Per Inv And Pl",1
Glazed Porcelain Wall Tiles - Other Details As Per Invoice & Packing List,1
Item No 01 Supplier: Letoza Granito Llpgst No. 24Aajfl1065H1Zh Inv No . Gstt/343 Dt. 25.04.2024,1
Glazed Vitrified Tiles Tile Size: 80X160Cm As Per Invoice,1
Supplier : Item No.1 Rollza Granito Llpgst No.24Aawfr3538A1Z6 Inv No. Gst/2425-270 Dt. 25.04.2024,1
Glazed Vitrified Tiles (Size : 600X1200Mm) (Palletised),1
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/22 Dt.23.04.2024,1
Ceramic Glazed Vitrified Tiles Size : 96X 1200 Mm,1
Glazed Vitrified Tiles Size: 800 X 1600Mm ( 1 Box = 2.56 Sqmt ) (Other Detailsas Per Inv & Pl),1
Ceramic Wall Tiles & (Foc Sample 1 Box)-Details As Per Invoice,1
Glazed Vitrified Tiles 600 X 600 (Otherdetails As Per Invoice & Packing List),1
Glazed Vitrified Tiles (Size: 800 X 2400Mm) (Palletised),1
"Vitrified Tiles ,(Other Details As Perinvoice & Packing List)",1
Glazed Vitrified Tiles Size:600X1200X2Cm Other Details As Per Inv & Pl,1
Polished Glaze Porcelain Tiles (2885 Box),1
Polished Glaze Porcelain Tiles (1920 Box),1
Polished Glaze Porcelain Tiles (1003 Box),1
Digital Glazed Vitrified Tiles Size Mm 300 X 600 (As Per Inv),1
Digital Glazed Vitrified Tiles (Hg) Size Mm 600 X 1200 (As Per Inv),1
8 Box Sample Of Tiles (Value Declared For Custom Purpose Only),1
"Ceramic Glazed Vitrified Tiles (Water Absorption Less Than 0.5%) Size: 1200X2400X9 Mm (1 Pcs/Box), O/D As Per Inv & Pl",1
"Ceramic Glazed Vitrified Tiles ,(Other Details As Per Invoice & Packing List)",1
Ceramic Glaze Tiles 300X600 (Other Details As Per Invoice & Packing List),1
600 X 1200Mm Digital Glazed Vitrified Tiles-Details As Per Invoice,1
"Full Body Vitrified Tiles Size:600X1200( 1 Box = 2 Pcs ), Mfg-Marfil Tiles Llpgst-24Abofm6290M1Zl Inv-Gstt/529 Dt:-19.",1
Ceramic Glazed Floor Tiles (Other Details As Per Invoice & Packing Lit),1
Glazed Porcelian Floor Tiles Design Code R10 (600X1200) Other Details As Per Invoice & Packing List,1
Glazed Porcelian Floor Tiles Design Code High Glossy (600X1200) Other Details As Per Invoice & Packing List,1
Glazed Porcelian Floor Tiles Design Code Glossy (600X1200) Other Details As Perinvoice & Packing List,1
Glazed Porcelian Floor Tiles Design Code Carving (600X1200) Other Details As Per Invoice & Packing List,1
Glazed Vitrified Tiles Size : 60X120 Cm(Other Details As Per Inv & Pl),1
(Sample 06 Boxes) Digital Glazed Wall Tiles (Ceramic Wall Tiles) Size:300X600 Mm,1
Glazed Porcelain Tiles (Water Absorptionpercentage=Not Exceeding 0.5%)(Pltsd),1
Polished Glazed Vitrified Tiles Other Details As Per Inv & Pl. Tax Inv No. Gstt/402 Dt. 26.04.2024,1
"Ceramic Glazed Floor Tiles. Size 600Mmx600Mm, I.E. 24""X24"" Packed 04 Tiles Per One Box Od As Per Inv & Pl",1
Ceramic Glazed Digital Wall Tiles Otherdetails As Per Inv & Pl,1
Porcelain Vitrified Tiles (Glazed Vitrified Tiles)(600X600Mm)(Rest As Per Inv),1
Parking Tiles Size:- 300Mm X 300Mm X 8.5Mm Gstno:24Aaccl6625P1Z5 Invno:227 Dt:26.04.2024,1
"Glazed Vitrified Floor Tiles Size :600X600 Mm (1 Box=4 Pcs,1 Box=1.44 Sqmt)(Other Details As Per Inv & Pl)",1
Digital Glazed Vitrified Tiles As Per Inv. Tax Inv:Gstt/116 Dt.26.04.2024,1
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 17 Box)(Other Details Are As Per Invoice),1
Ceramic Tiles(Other Details Are As Per Invoice),1
Glazed Vitrified Mosaic(Other Details Are As Per Invoice),1
"Sp:Siscon Tiles Llp,Gst:24Aeffs7508N1Zlinvoice No.:-Gstt/191 Date: 26.04.2024",1
"Sp:Saans Vitrified Llp,Gst:24Actfs4125K1Zq,Inv. Gstt/315, Dt.26.04.2024",1
"Ceramic Glazed Vitrified Tiles Size:600X600Mm,1.44 Sq. Mtr Per Box Other Detailsas Per Packing List",1
Ceramic Glazed Tiles (Size: 24X24) As Per Invoice And Packing List,1
"Polished Glazed Vitrified Tiles (Size1200X2400 Mml/D Series,389 Boxes) All Otherdtls As Per Inv. & Pl",1
"Polished Glazed Vitrified Tiles (Size 800X2400 Mml/D Series ,370 Boxes) Sample Not For Sale",1
"Polished Glazed Vitrified Tiles (Size 1200X2400 Mml/D Series,10 Boxes) All Otherdtls As Per Inv. & Pl",1
Glazed Vitrified Tiles `Pgvt` Porcelaintile (High Glossy) Size.600X1200 Mm Other Detail As Per Invoice & Packing List,1
"Digital Glazed Vitrified Tiles, Size:600X600Mm, Dtls As Per Inv. & Pl",1
Glazed Porcelain Floor Tiles Design Code Sugar (600X600 Mm) Other Details As Per Invoice & Packing List,1
Free Sample Of Polished Glazed Vitrified Tiles Size : 60 X 120 Cm,1
Glazed Vitrified Tiles (Polished) Size:-600X1200Mm = 2 Pcs/Box = 1.44 Sqm,1
"Ceramic Glazed Vitrified Tiles Size: 80Cm X 80Cm,3 Pcs/Box,1.92 Sq. Mtr./Box",1
"Ceramic Glazed Vitrified Tiles Size: 30Cm X 60Cm,5 Pcs/Box,0.90 Sq. Mtr./Box",1
Ceramic Glazed Digital Printed Porcelaintiles (Size: 800X1600 Mm) (3 Boxes) (Sample),1
Ceramic Glazed Digital Printed Porcelaintiles (Size: 600X1600 Mm) (3 Boxes) (Sample),1
Glazed Vitrified Tiles (Size: 600X1200 Mm) (+40 Box Sample Of Tiles & 2 Box Brand. Matrl.-Foc)(Palletised),1
Glazed Vitrified Tiles (Size: 600X600X9.5 Mm) (Palletised),1
"Ceramic Glazed Floor Tiles Coloured Size : 600 X 600 Mm (3 Pcs/Box,1.08 Sqm/Box)(Other Details As Per Invoice)",1
Digital Glazed Wall Tiles- 300 X300Mm,1
Ceramic Glazed Digital Floor Tiles - 600X600Mm,1
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Me/35 Dt.18.04.2024,1
Porcelain Tiles (Size: 600X1200 Mm) (14Boxes) (Sample) (Other Details As Per Invoice & Packing List),1
Porcelain Tiles (Size: 301X298 Mm) (Other Details As Per Invoice & Packing List),1
Porcelain Tiles (Size: 298X298 Mm) (Other Details As Per Invoice & Packing List),1
"Parking Tiles Size:-400Mm X 400Mm X 11.5Mm Gstno:24Aaucs5672D1Z0 Invno:Exp/5, Exp/6 Dt:26.04.2024",1
Sample: 1200X1200Mm,1
Glazed Ceramic Wall Tiles Size: 75X300 Mm Brand Delta,1
Ceramic Glazed Vitrified Floor Tiles -(Size: 600 X 1200 Mm) - Other Details Asper Invoice & Packing List,1
Glazed Porcelain Tiles Polished Water Absorption <0.05% Size 800X1600 Mm O/D Asper Inv Pl.,1
Glazed Porcelain Tiles Polished Water Absorption <0.05% Size 600X1200X7.00 Mm O/D As Per Inv Pl.,1
Glazed Porcelain Tiles Polished Water Absorption <0.05% Size 1200X1200 Mm O/D Asper Inv Pl.,1
Glazed Porcelain Tiles Water Absorption<0.05% Size 1200X1200 Mm O/D As Per Inv& Pl,1
Glazed Porcelain Tiles - Marmol Series Water Absorption <0.05% Size 600X1200 Mmo/D As Per Inv & Pl,1
Small Tiles & Diary Kit (Sample Kit) (1Box) (Sample),1
Digital Glazed Vitrified Tiles (Size: 800X1600 Mm),1
Digital Glazed Vitrified Tiles (Size: 600X600 Mm),1
Digital Glazed Vitrified Tiles (Size: 600X1200 & 600X600 Mm) (15 Boxes) (Sample),1
Digital Glazed Vitrified Tiles (Size: 300X600 Mm),1
Glazed Vitrified Tiles 600X1200Mm / Highgloss (Other Details As Per Invoice Andpacking List ),1
Mosaic Tiles (Other Details As Per Invoice & Packing List),1
Polished Glazed Vitrified Tiles Size : 60 X 60 Cm,1
Ceramic Glazed Floor Tiles Coloured As Per Inv. Tax Inv: Gstt/106 Dt.17.04.2024,1
Ceramic Glazed Floor Tiles Coloured As Per Inv. Tax Inv: Ds 232 Dt.17.04.2024,1
Ceramic Glazed Floor Tiles Coloured As Per Inv. Tax Inv: 168 Dt.17.04.2024,1
Ceramic Glazed Vitrified Tiles Size:600X600Mm Gst:24Aajfl4127C1Zq Inv-Gstt/178Dt:17.04.2024,1
"Ceramic Glazed Floor Tiles Coloured,(Other Details As Per Invoice & Packing List)",1
Glazed Porcelian Floor Tiles Design Code High Glossy (600X1200) Mm Other Details As Inv & Pl,1
Sample 16 Boxes Commarcial Value For Custom Purpose,1
"Ceramic Glazed Wall Tiles Size 300Mmx600Mm, I.E. 12""X24"" Packed 04 Tiles Per Onebox Od As Per Inv & Pl",1
"Digital Wall Tiles 300X450 Mm 6 Pcs./ Box, 0.81 Sq.Mtr./Box(Other Details As Perinvoice)",1
"Digital Wall Tiles 200X300 Mm 16 Pcs/Box, 0.96 Sq.Mtr/ Box(Other Details As Perinvoice)",1
Ceramic Glazed Vitrified Tiles -Tile Size : 600 X 1200 Mm (2 Pcs/ Box),1
Ceramic Glazed Vitrified Tiles - Tile Size : 600 X 600 Mm (2 Pcs/ Box) 20Mm,1
"Ceramic Glazed Wall Tiles-30 Cm X 60Cm,1 Box=0.90 Sqm",1
"Wall Tiles Size 30X30 Cm,Supplier:Biscontiles Llp Gst No.:-24Aatfb1948H1Z9 Invoice No.153 Dt: 26/04/2024",1
"Porcelain Tiles Size 600Xx600 Mm,Supplier:Lgf Vitrified Pvt Ltd Gst:24Aaccl7846C1Zn Inv No.Gstt/203 Dt:26/04/2024",1
Ceramic Glazed Vitrified Floor Tiles Size 600X1200 Mm ( 1 Box = 02 Pcs ),1
Porcelain Tiles (600X600 Mm)(Other Details As Per Inv),1
Polished Glaze Porcelain Tiles (476 Box),1
Polished Glaze Porcelain Tiles (462 Box),1
Glaze Porcelain Tiles (480 Box),1
Glaze Porcelain Tiles (476 Box),1
600X1200 Ceramic Glaze Tiles Other Detail As Per Invoice,1
Digital Glazed Porcelain Tiles 300X600 Mm Packed In Box Contain 05 Pcs (As Per Invoicer),1
Ceramic Glazed Tiles (Other Det.As Per Inv),1
Polished Glazed Vitrified Tiles Size (Cm) 80 X 80 Cm,1
Ceramic Digital Glazed Vitrified Floor Tiles Size 600X1200 Mm,1
Glazed Porcelian Floor Tiles Design Code High Glossy (800X1600) Mm Other Details As Inv & Pl,1
Polished Glazed Wall Tiles Size (Cm) 30X 60 Cm,1
Polished Glazed Wall Tiles Size (Cm) 30 X 30 X Cm,1
Ceramic Glazed Wall Tiles As Per Inv. Tax Inv: 1 Dt.17.04.2024,1
Ceramic Glazed Vitrified Tiles As Per Inv. Tax Inv: M-0211 Dt.17.04.2024,1
Ceramic Glazed Vitrified Tiles As Per Inv. Tax Inv: Gstt/215 Dt.17.04.2024,1
Glazed Ceramic Wall Tiles (Size 300X600Mm) Other Details As Per Inv And Pl,1
Ceramic Glazed Floor Tiles Coloured 40X40 Cm Other Details As Per Inv & Pl,1
Gvt High Glossy Tiles (All Other Detailsas Per Invoice And Pl),1
Gvt Glossy Tiles (All Other Details Asper Invoice And Pl),1
Tiny Tiles Cut Pcs Mix Other Dtls As Perinv & Pl,1
Sample Glazed Vitrified Tiles Size 790X3000X15 Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Size 600X600X11 Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Size 600X1200X8.5Mm Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Size 1200X2780X6Mm Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Size 1200X2780X6 Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Size 1200X1800X9 Other Dtls As Per Inv & Pl,1
Sample Glazed Vitrified Tiles Display Pannel Other Dtls As Per Inv & Pl,1
"(Sample Box:2, Size:600X1200 Without Commercial Value, Foc) Glazed Vitrified Floor Tiles (Other Details As Per Inv & Pl)",1
"(Sample Box:1, Size:600X600 Without Commercial Value, Foc) Glazed Vitrified Floor Tiles (Other Details As Per Inv & Pl)",1
Ceramic Glazed Vitrified Tiles (Size:600X600Mm) Other Details As Per Inv& Pl,1
Glazed Vitrified Tiles (Total 1205 Box Packed In Total Pallet 56),1
Vitrified Tiles [4Pcs.Per Box=1.44 Sqmt]Size:600X600 Mm Inv-Ds 385 Dt:27.04.2024,1
Ceramic Glazed Floor Tiles [ 2Pcs.Per Box 1.44 Sqmt ] Size:600X1200 Mm Inv-271 Dt:27.04.2024,1
Ceramic Glazed Floor Tiles Coloured As Per Inv. Tax Inv: 166 Dt.17.04.2024,1
Glazed Vitrified Tiles Size:600X600 Mm As Per Inv.,1
Heavy Duty Glazed Parking Tiles (Size: 300X300 Mm),1
Vitrified Glazed Tiles Size: 800 X 1600Mm (2 Pcs Packing) (Other Details As Perinv/Pl ),1
Digital Parking Tiles Size: 40 X 40 Cm,1
Digital Parking Tiles Size: 30 X 30 Cm,1
Digital Glazed Vitrified Tiles (Size : 800X1600 Mm) (We Intnd To Clm Bnft Undr Rodtep),1
Digital Glazed Vitrified Tiles (Size : 600X600 Mm) (We Intnd To Clm Bnft Undr Rodtep),1
Digital Glazed Vitrified Tiles (Size : 200X1200 Mm)(We Intnd To Clm Bnft Undr Rodtep),1
Ceramic Parking Tiles (Size : 500X500 Mm) (15 Mm) (We Intnd To Clm Bnft Undr Rodtep),1
Ceramic Glazed Vitrified Tiles Size:- 600Mm X 600Mm Gstno:24Aagcg3644R1Z5 Invno:Gs/24-25/399 Dt:27.04.2024,1
Ceramic Glazed Vitrified Tiles Size:- 600Mm X 1200Mm Gstno:24Aedfs1465G1Z6 Invno:Exp/35 Dt:27.04.2024,1
Glazed Porcelain Tiles Size : 80 X 160 Cm,1
Glazed Porcelain Tiles Size : 80 X 120 Cm,1
Sample Vitrified Tiles (F.O.C) (Size:600X600 Mm) And Other Details As Per Inv And Pl,1
Glazed Porcelain Floor Tiles (Size 600X1200 Mm) Brand Delta Other Details As Perinv And Pl,1
Glazed Ceramic Wall Tiles (Size: 300X450Mm) Brand Delta Other Details As Per Inv And Pl,1
Glazed Ceramic Wall Tiles (Size: 250X400Mm) Brand Delta Other Details As Per Inv And Pl,1
Polished Glazed Vitrified Floor Tiles Step & Riser (Full Details As Per Inv & P/List),1
